440,closed,XXX,timabbott,24/01/2016,27/01/2016,Null
439,closed,XXX,timabbott,23/01/2016,05/02/2016,Null
437,closed,XXX,timabbott,22/01/2016,21/03/2016,Null
436,closed,XXX,galexrt,21/01/2016,22/01/2016,Null
434,closed,XXX,blablacio,19/01/2016,13/02/2016,Null
433,closed,XXX,timabbott,19/01/2016,23/01/2016,Null
431,closed,XXX,galexrt,18/01/2016,21/01/2016,Null
422,closed,XXX,rwbarton,12/01/2016,08/02/2016,Null
421,closed,XXX,rwbarton,12/01/2016,12/01/2016,12/01/2016
420,closed,XXX,blablacio,12/01/2016,13/01/2016,Null
419,closed,XXX,blablacio,12/01/2016,22/01/2016,Null
416,closed,XXX,timabbott,10/01/2016,12/01/2016,Null
415,closed,XXX,timabbott,10/01/2016,23/01/2016,Null
414,closed,XXX,timabbott,10/01/2016,23/01/2016,Null
413,closed,XXX,timabbott,10/01/2016,27/01/2016,Null
412,closed,XXX,timabbott,09/01/2016,10/01/2016,10/01/2016
411,closed,XXX,timabbott,09/01/2016,09/01/2016,09/01/2016
410,closed,XXX,timabbott,09/01/2016,23/01/2016,Null
409,closed,XXX,timabbott,08/01/2016,08/01/2016,08/01/2016
398,closed,XXX,timabbott,30/12/2015,10/01/2016,Null
396,closed,XXX,timabbott,27/12/2015,09/01/2016,09/01/2016
395,closed,XXX,timabbott,27/12/2015,31/03/2016,Null
394,closed,XXX,timabbott,26/12/2015,09/01/2016,09/01/2016
393,closed,XXX,timabbott,26/12/2015,27/01/2016,Null
392,closed,XXX,timabbott,26/12/2015,10/01/2016,Null
390,open,XXX,timabbott,25/12/2015,Null,Null
389,closed,XXX,rwbarton,22/12/2015,25/12/2015,Null
388,open,XXX,timapril,22/12/2015,Null,Null
384,closed,XXX,rwbarton,20/12/2015,25/12/2015,Null
383,closed,XXX,rwbarton,20/12/2015,25/12/2015,Null
382,open,XXX,baali,18/12/2015,Null,Null
378,open,XXX,jros2300,16/12/2015,Null,Null
377,open,XXX,timabbott,15/12/2015,Null,Null
376,closed,XXX,timabbott,15/12/2015,26/12/2015,Null
369,closed,XXX,timabbott,14/12/2015,26/12/2015,Null
368,closed,XXX,timabbott,14/12/2015,14/12/2015,Null
367,closed,XXX,timabbott,14/12/2015,21/03/2016,21/03/2016
366,closed,XXX,timabbott,13/12/2015,26/12/2015,Null
365,closed,XXX,jros2300,12/12/2015,15/12/2015,Null
363,closed,XXX,jros2300,10/12/2015,11/01/2016,Null
362,closed,XXX,jros2300,10/12/2015,12/12/2015,Null
358,closed,XXX,karamcnair,07/12/2015,11/12/2015,Null
357,closed,XXX,timabbott,05/12/2015,26/12/2015,Null
348,closed,XXX,karamcnair,01/12/2015,15/12/2015,Null
347,closed,XXX,timabbott,01/12/2015,05/12/2015,Null
345,closed,XXX,alliejones,30/11/2015,13/12/2015,Null
344,closed,XXX,timabbott,30/11/2015,05/12/2015,05/12/2015
342,closed,XXX,rominf,30/11/2015,10/01/2016,Null
340,closed,XXX,sexybern,29/11/2015,29/04/2016,Null
339,closed,XXX,DoubleDeez,29/11/2015,30/11/2015,Null
336,closed,XXX,armooo,26/11/2015,28/11/2015,28/11/2015
331,closed,XXX,jmandel,24/11/2015,10/01/2016,Null
330,closed,XXX,timabbott,24/11/2015,28/11/2015,Null
327,closed,XXX,timabbott,24/11/2015,24/11/2015,Null
326,closed,XXX,lfaraone,23/11/2015,24/11/2015,24/11/2015
325,closed,XXX,chapmanc,23/11/2015,24/11/2015,Null
324,closed,XXX,jmandel,22/11/2015,01/12/2015,Null
323,closed,XXX,jmandel,21/11/2015,24/11/2015,Null
322,closed,XXX,jmandel,20/11/2015,08/01/2016,Null
319,closed,XXX,timabbott,19/11/2015,24/11/2015,Null
318,closed,XXX,timabbott,19/11/2015,24/11/2015,Null
313,closed,XXX,alliejones,17/11/2015,20/11/2015,Null
310,closed,XXX,timabbott,17/11/2015,19/11/2015,19/11/2015
290,closed,XXX,timabbott,10/11/2015,12/11/2015,Null
289,closed,XXX,timabbott,10/11/2015,12/11/2015,Null
288,closed,XXX,timabbott,10/11/2015,12/11/2015,Null
285,closed,XXX,laurenzlong,09/11/2015,14/06/2016,Null
282,closed,XXX,walterheck,09/11/2015,09/11/2015,Null
277,closed,XXX,timabbott,06/11/2015,12/11/2015,Null
266,closed,XXX,shumbashi,04/11/2015,04/11/2015,Null
261,closed,XXX,timabbott,04/11/2015,06/11/2015,Null
259,closed,XXX,timabbott,04/11/2015,06/11/2015,06/11/2015
257,closed,XXX,timabbott,04/11/2015,04/11/2015,Null
254,closed,XXX,shumbashi,03/11/2015,04/11/2015,Null
253,closed,XXX,shumbashi,03/11/2015,03/11/2015,Null
252,closed,XXX,timabbott,02/11/2015,04/11/2015,Null
251,closed,XXX,k0nsl,01/11/2015,01/11/2015,Null
250,closed,XXX,karamcnair,31/10/2015,01/11/2015,Null
248,closed,XXX,timabbott,28/10/2015,06/11/2015,06/11/2015
244,closed,XXX,esander91,28/10/2015,15/12/2015,Null
241,closed,XXX,karamcnair,27/10/2015,02/11/2015,Null
237,closed,XXX,bmorg,27/10/2015,10/01/2016,Null
235,closed,XXX,shane-kearns,26/10/2015,01/11/2015,Null
234,closed,XXX,o3dwade,26/10/2015,06/11/2015,Null
233,closed,XXX,gkotian,26/10/2015,27/10/2015,Null
232,closed,XXX,timabbott,26/10/2015,27/10/2015,Null
231,closed,XXX,timabbott,26/10/2015,27/10/2015,Null
228,closed,XXX,safwanrahman,25/10/2015,18/06/2016,Null
227,closed,XXX,galexrt,25/10/2015,20/01/2016,Null
226,closed,XXX,cnguye11,24/10/2015,31/05/2016,Null
220,closed,XXX,bmorg,22/10/2015,22/10/2015,Null
218,closed,XXX,karamcnair,22/10/2015,27/10/2015,Null
212,closed,XXX,ashwinirudrappa,20/10/2015,20/10/2015,Null
211,closed,XXX,ashwinirudrappa,20/10/2015,20/10/2015,Null
207,closed,XXX,timabbott,20/10/2015,02/11/2015,02/11/2015
206,closed,XXX,esander91,20/10/2015,26/10/2015,Null
204,closed,XXX,alliejones,19/10/2015,21/11/2015,Null
202,open,XXX,lfaraone,18/10/2015,Null,Null
200,closed,XXX,timabbott,17/10/2015,22/10/2015,Null
192,closed,XXX,timabbott,15/10/2015,02/11/2015,02/11/2015
191,closed,XXX,ibrand,15/10/2015,08/09/2016,Null
190,closed,XXX,timabbott,15/10/2015,19/10/2015,Null
187,closed,XXX,timabbott,14/10/2015,15/10/2015,15/10/2015
185,closed,XXX,karamcnair,14/10/2015,14/10/2015,Null
183,closed,XXX,timabbott,14/10/2015,14/10/2015,14/10/2015
182,closed,XXX,mijime,14/10/2015,14/10/2015,Null
181,closed,XXX,timabbott,13/10/2015,15/10/2015,Null
180,closed,XXX,timabbott,13/10/2015,28/10/2015,Null
179,closed,XXX,timabbott,13/10/2015,15/10/2015,Null
174,closed,XXX,alliejones,12/10/2015,15/10/2015,Null
161,closed,XXX,kostich,08/10/2015,04/11/2015,Null
160,closed,XXX,mrdrozdov,08/10/2015,13/10/2015,Null
159,closed,XXX,mrdrozdov,08/10/2015,08/10/2015,Null
155,closed,XXX,kostich,07/10/2015,08/10/2015,Null
154,closed,XXX,ikasumiwt,07/10/2015,07/10/2015,Null
151,closed,XXX,r0fls,07/10/2015,07/10/2015,Null
149,closed,XXX,dnmfarrell,06/10/2015,07/10/2015,Null
142,closed,XXX,lunacodes,06/10/2015,06/10/2015,Null
141,closed,XXX,nicholasbs,06/10/2015,15/10/2015,Null
140,closed,XXX,dnmfarrell,06/10/2015,06/10/2015,Null
139,closed,XXX,darius,06/10/2015,07/10/2015,Null
138,closed,XXX,nicholasbs,05/10/2015,06/10/2015,Null
137,closed,XXX,dnmfarrell,05/10/2015,06/10/2015,Null
130,closed,XXX,mijime,05/10/2015,13/10/2015,Null
127,closed,XXX,soudy,04/10/2015,21/10/2015,Null
123,closed,XXX,r0fls,03/10/2015,07/10/2015,Null
121,closed,XXX,PaulPetring,02/10/2015,06/10/2015,Null
120,closed,XXX,r0fls,02/10/2015,06/10/2015,Null
119,closed,XXX,jvalentini,02/10/2015,04/10/2015,Null
118,closed,XXX,DazWorrall,02/10/2015,06/10/2015,Null
117,closed,XXX,DazWorrall,02/10/2015,02/10/2015,02/10/2015
113,closed,XXX,timabbott,02/10/2015,02/10/2015,02/10/2015
101,closed,XXX,mijime,01/10/2015,01/10/2015,Null
98,closed,XXX,ArchimedesPi,01/10/2015,01/10/2015,Null
97,closed,XXX,alliejones,30/09/2015,01/10/2015,Null
95,closed,XXX,DazWorrall,30/09/2015,30/09/2015,Null
93,closed,XXX,alliejones,30/09/2015,12/10/2015,Null
92,closed,XXX,timabbott,30/09/2015,01/10/2015,Null
89,closed,XXX,ipernet,30/09/2015,30/09/2015,Null
88,closed,XXX,ipernet,30/09/2015,15/10/2015,Null
87,closed,XXX,ipernet,30/09/2015,30/09/2015,Null
85,closed,XXX,DazWorrall,30/09/2015,30/09/2015,Null
84,closed,XXX,armooo,30/09/2015,30/09/2015,Null
83,closed,XXX,timabbott,30/09/2015,30/09/2015,Null
80,closed,XXX,tbutter,29/09/2015,30/09/2015,Null
74,closed,XXX,wdaher,29/09/2015,30/09/2015,Null
65,closed,XXX,ApsOps,28/09/2015,28/09/2015,Null
63,closed,XXX,nemeth,28/09/2015,28/09/2015,Null
60,closed,XXX,gigawhitlocks,28/09/2015,28/09/2015,Null
57,closed,XXX,avastu,27/09/2015,28/09/2015,Null
56,closed,XXX,ashwinirudrappa,27/09/2015,27/09/2015,Null
52,closed,XXX,GedLawrenson,27/09/2015,30/09/2015,Null
50,closed,XXX,GedLawrenson,27/09/2015,27/09/2015,Null
46,closed,XXX,RobotCaleb,27/09/2015,27/09/2015,Null
22,closed,XXX,GedLawrenson,26/09/2015,27/09/2015,Null
20,closed,XXX,jonjonsonjr,26/09/2015,26/09/2015,Null
15,closed,XXX,andersk,26/09/2015,26/09/2015,26/09/2015
14,closed,XXX,yuvipanda,26/09/2015,26/09/2015,Null
13,closed,XXX,technicalpickles,26/09/2015,26/09/2015,26/09/2015
12,closed,XXX,aliceriot,26/09/2015,26/09/2015,Null
7,closed,XXX,akuseru,26/09/2015,26/09/2015,26/09/2015
6,closed,XXX,mansilladev,25/09/2015,13/10/2015,Null
4,closed,XXX,lfranchi,25/09/2015,25/09/2015,Null
2,closed,XXX,LAndreas,25/09/2015,25/09/2015,25/09/2015
1,closed,XXX,thomasboyt,25/09/2015,25/09/2015,Null
